,speaker,content,block,session,labels_h,labels
467,Zheny,And what? We’re not saying anything wrong. Max is great.,1,1903,statement,0
468,Nasty,"Oh, Max answered “I think so.” That’s what he said.",1,1903,statement,0
469,Zheny,Did he answer you from last time?,1,1903,statement,0
470,Nasty,Yes.,1,1903,question,4
471,Zheny,Did it get there?,1,1903,question,4
472,Ali,In three weeks…,1,1903,question,4
473,Nasty,No “Hi” or anything. Where are his manners?,1,1903,statement,0
474,Zheny,Sneeze on him…,1,1903,question,4
475,Nasty,Amazing. And that hydrogeologist also didn’t say “Hi.” Alik and I are trying here…,1,1903,statement,0
476,Ali,Yes. We’re being nice.,1,1903,statement,0
477,Rya,Fluid engineer?,1,1903,statement,0
478,Ali,That’s Dasha.,1,1903,statement,0
479,Natash,Mhm.,1,1903,statement,0
480,Dasha to Rya,Are you using smilies?,1,1903,statement,0
481,Nastya to Ali,"It’s fine, right?",1,1903,question,4
482,Ali,I mean you don’t need to try. I even asked there…,1,1903,question,4
483,Zheny,"I told you from the very beginning, that all you need to write is “OK’ and that’s it… Oh, something came.",1,1903,floor-grabber,3
484,Ali,Oh!,1,1903,statement,0
485,Zheny,Fluid engineer.,1,1903,disruption,1
486,Ali,It came from here…,1,1903,disruption,1
487,Zheny,"Ryan, where are you?",1,1903,floor-grabber,3
488,Ali,Soapy walnut is writing…,1,1903,question,4
489,Nasty,That’s a new nickname.,1,1903,statement,0
490,Natash,[UI],1,1903,statement,0
491,Nastya to Rya,He called Dasha Soapy Walnut. It’s a new nickname.,1,1903,statement,0
492,Zheny,I didn’t get it right away. She says: “I ate soap.” And I said: “How did you eat soap?” A walnut like soap.,1,1903,statement,0
493,Nasty,You are [UI] and she is soapy walnut.,1,1903,question,4
494,Rya,[UI],1,1903,statement,0
495,Nasty,We need four more.,1,1903,statement,0
496,Zheny,"Well, how about this – Kimberly…//So, what area we doing?...// [UI] not answering, right?",1,1903,question,4
497,Ali,//I don’t like all this for some reason. What the hell?,1,1903,statement,0
498,Nasty,Write that to them.,1,1903,question,4
499,Ali,"No, no need for that. They’ll get more offended. //Then they won’t talk to us at all.",1,1903,disruption,1
500,Nasty,//What about us? Aren’t we offended?,1,1903,question,4
501,Zheny,Can we make a decision ourselves here or do we //need to wait?,1,1903,floor-grabber,3
502,Dash,//Not for them.,1,1903,statement,0
503,Ali,"Well, they need to place checkmarks… and forty-five minutes and that’s it.",1,1903,statement,0
504,Zheny,"Well, I think this //[UI]",1,1903,question,4
505,Dash,How much has gone by? Are you keeping track of time?,1,1903,statement,0
506,Zheny,"They stopped, I said, //a second time…",1,1903,backchannel,2
507,Ali,"//Well, when…",1,1903,question,4
508,Dash,"So how much? Fifty-seven minutes? Well, there was also the video in there, right? Fifteen minutes, // Ten minutes…",1,1903,question,4
509,Ali,"Well, these windows appear every ten minutes. Ten minutes, twenty minutes, thirty minutes. We’ve seen them twice now. Right?",1,1903,disruption,1
510,Dash,//Twenty minutes went by?,1,1903,statement,0
511,Nasty,//[UI],1,1903,disruption,1
512,Ali,Next time it will be thirty minutes.,1,1903,statement,0
513,Dash,My God! We are such a  good team! Priceless. We saved almost nine thousand people.,1,1903,statement,0
514,Zheny,"I don’t know about saved, but at least…",1,1903,disruption,1
515,Dash,Watered…,1,1903,question,4
516,Zheny,[UI],1,1903,floor-grabber,3
517,Rya,What did he say?,1,1903,statement,0
518,Zheny,//[UI],1,1903,disruption,1
519,Ali,//We saved nine thousand people all by ourselves.,1,1903,disruption,1
520,Natash,[UI] [SL] humor.,1,1903,statement,0
521,Rya,[UI],1,1903,statement,0
522,Ali,[UI],1,1903,statement,0
523,Nasty,No. [UI],1,1903,statement,0
524,Zheny,They depend.,1,1903,statement,0
525,Ali,On us.,1,1903,question,4
526,Rya,They depend on us?,1,1903,question,4
527,Zheny,Yes. On us.,1,1903,statement,0
528,Rya,The time is ticking.,1,1903,statement,0
529,Natash,Time is ticking?,1,1903,question,4
530,Ali,Time is ticking.,1,1903,question,4
531,Natash,[UI]. “Ticking” is “ticking”?,1,1903,statement,0
532,Zheny,"Yes, [UI]",1,1903,statement,0
533,Ali,Correct…,1,1903,disruption,1
534,Natash,Time is ticking.,1,1903,question,4
535,Nasty,Can I go to the bathroom?,1,1903,disruption,1
536,Ali,Of course.,1,1903,floor-grabber,3
537,Natash,There may be some messages…,1,1903,question,4
538,Dash,"Then they’ll say: “Guys, [UI]”",1,1903,question,4
539,Al,//[UI],1,1903,disruption,1
540,Dash,"Well, [UI]",1,1903,question,4
541,Ali,//Same people…,1,1903,disruption,1
542,Dash,//Now they’ll send someone… They could at least wave a camera. Any movement…,1,1903,statement,0
543,Zheny,"They won’t wave, they’ll go like this…",1,1903,statement,0
544,Dash,"It will be like Morse Code, right?",1,1903,statement,0
545,Zheny,Yes.,1,1903,floor-grabber,3
546,Natash,We should have arranged with them long ago so they could give some signs.,1,1903,disruption,1
547,Dash,"//Yes, everything is fine, no.",1,1903,question,4
548,Natash,//[UI],1,1903,disruption,1
549,Zheny,"Well, yesterday they told Ryan to help. When the time came, //everyone was gone. Nine five.",1,1903,disruption,1
550,Ali,//[UI],1,1903,disruption,1
551,Ali,Aslan said we need to help [UI],1,1903,statement,0
552,Rya,Yes.,1,1903,statement,0
553,Ali,So this is the perfect opportunity right there.,1,1903,disruption,1
554,Zheny,"So, Ryan, ask me to help out right now. If needed, we can translate.",1,1903,disruption,1
555,Ali,Ask for help and Zhenya will help out.,1,1903,statement,0
556,Rya,I will get more people.,1,1903,statement,0
557,Natash,"Alik, today we’re eating cucumber. Remember?",1,1903,statement,0
558,Ali,Yes. I already told Nastya that twice… Not just cucumbers… what else?,1,1903,question,4
559,Rya,//Cucumber.,1,1903,statement,0
560,Ali,//Cake [UI],1,1903,statement,0
561,Zheny,Cucumber.,1,1903,question,4
562,Natash,Pinckles.,1,1903,statement,0
563,Ali,Pickles.,1,1903,question,4
564,Natash,"Not pinkles, pickles.",1,1903,disruption,1
565,Ali,//[UI],1,1903,disruption,1
566,Nasty,//Max is wishing us happy May first. He got his hair cut:what a stud. [UI],1,1903,floor-grabber,3
567,Zheny,Did he really cut his hair?,1,1903,statement,0
568,Dash,I need to cut your hair. I have experience already.,1,1903,question,4
569,Nasty,"You don’t listen to them, do you? I think I’ll be ready for that soon.",1,1903,statement,0
570,Dash,"Shower soon, so I’ll have experience cutting with head hair, but also [SL] chest.",1,1903,floor-grabber,3
571,Natash,[UI],1,1903,disruption,1
572,Nasty,Chest?,1,1903,disruption,1
573,Dash,Yes.,1,1903,disruption,1
574,Nasty,You’re going to cut chest hair?,1,1903,floor-grabber,3
575,Dash,"Well, not cut it, but do [UI]",1,1903,statement,0
576,Nasty,//[UI],1,1903,disruption,1
577,Natash,"I don’t think Nastya understood what Dasha meant, at first… No one would.",1,1903,statement,0
578,Nasty,Yes. //They can hear us…,1,1903,question,4
579,Dash,"//In [UI] it’s called shaving a lightning bolt around the neck and temples. But, here it will be on the chest.",1,1903,statement,0
580,Nasty,Good luck… On whom?,1,1903,statement,0
581,Ali,"So, now we have Project Red… and we are not working at all.",1,1903,statement,0
582,Nasty,"You responded that… Ah, so I didn’t get this message from you: “Everything is in order.”",1,1903,disruption,1
583,Ali,Why? There shouldn’t be delays here.,1,1903,statement,0
584,Nasty,I don’t see it.,1,1903,disruption,1
585,Dash,"Zhenya, did you eat any walnuts?",1,1903,disruption,1
586,Zheny,No. I tried them a while ago and for some reason they taste like cellar potatoes to me.,1,1903,statement,0
587,Dash,"They were good. Just now, for some reason…",1,1903,statement,0
588,Nasty,They got old.,1,1903,statement,0
589,Zheny,"I’m telling you, they started washing them… with soap… or they didn’t rinse them… Now I will introduce myself for the presentation as [UI] a cosmonaut – Terrain specialist… or who am I again?",1,1903,statement,0
590,Zheny,Correct – Terrain. I like drilling more.,1,1903,statement,0
591,Ali,Drilling?,1,1903,question,4
592,Zheny,Yes. Somehow it sounds better… Drilling.,1,1903,question,4
593,Ali,That is about drilling.,1,1903,statement,0
594,Zheny,It just works better – drilling.,1,1903,disruption,1
595,Nasty,"For drilling, yeah. Good translation.",1,1903,statement,0
596,Ali,"[UI], yeah?",1,1903,statement,0
597,Zheny,This one isn’t bad either – Scientologist.,1,1903,statement,0
598,Natash,Scientologist.,1,1903,statement,0
599,Zheny,Sedimentologist.,1,1903,disruption,1
600,Nasty,"Oh, work!",1,1903,statement,0
601,Ali,That means thirty minutes.,1,1903,question,4
602,Zheny,"So, only a bit left, right?",1,1903,statement,0
603,Ali,"Well, really, there is another fifteen minutes after that.",1,1903,statement,0
604,Dash,So half of what we already did.,1,1903,statement,0
605,Zheny,Half?,1,1903,statement,0
606,Dash,Mhm.,1,1903,question,4
607,Zheny,"No, I mean with this right here.",1,1903,statement,0
608,Ali,"Yes, that thing appears every ten minutes.",1,1903,question,4
609,Zheny,//And then:letters… //letters are coming to us.,1,1903,disruption,1
610,Dash,For fifteen more minutes.,1,1903,statement,0
611,Natash,We need to sit for forty-five minutes with this Project Red. Watch over this program.,1,1903,statement,0
612,Zheny,I feel like we’ve already been sitting here for forty-five hours.,1,1903,statement,0
613,Natash,It’s actually only been thirty minutes. Fifteen left.,1,1903,statement,0
614,Zheny,I feel like they’re lying for some reason.,1,1903,question,4
615,Natash,If none of them move their program ends there. They told us to finish everything in forty-five minutes.,1,1903,statement,0
616,Natash,I lost something [UI],1,1903,statement,0
617,Zheny,They’re sleeping.,1,1903,question,4
618,Natash,There really is no one there.,1,1903,statement,0
619,Zheny,Max is the only one who came in. He stopped on his morning run and to hit the plus sign.,1,1903,question,4
620,Ali,[UI],1,1903,statement,0
621,Dash,Oh! The mechanic woke up.,1,1903,statement,0
622,Natash,"Yeah, right.",1,1903,statement,0
623,Dash,See the message?,1,1903,question,4
624,Natash,[SL] They send this message? We have twenty minutes… Maybe they’re sitting in [UI]?,1,1903,statement,0
625,Zheny,What?,1,1903,question,4
626,Natash,"Well, like, they stayed in the program so it would send some know-nothing message in the chat every ten minutes.",1,1903,statement,0
627,Dash,"Yes, definitely, because…",1,1903,statement,0
628,Natash,Because: “They send this message. We have twenty minutes” …//Is meaningless.,1,1903,statement,0
629,Ali,//Yes. They’re checking something.,1,1903,statement,0
630,Natash,Just as if…,1,1903,question,4
631,Nasty,"Ah there, I received one from you.",1,1903,statement,0
632,Ali,You received one? Good.,1,1903,statement,0
633,Nasty,I can’t see it.,1,1903,statement,0
634,Zheny,"This year, in just a few months basically, I will change my passport… and I’m doing this nonsense… I’m playing toys with kids.",1,1903,statement,0
635,Natash,You’re doing this as charity. Charity.,1,1903,statement,0
636,Zheny,"Yes, altruism… It’s good Ryan is here and helping.",1,1903,question,4
637,Ali,He is thankful he is next to Ryan.// [UI],1,1903,statement,0
638,Rya,//[UI],1,1903,disruption,1
639,Zheny,[SL] Didn’t get lost.,1,1903,statement,0
640,Rya,That means that he is in charge of the check.,1,1903,question,4
641,Zheny,"No, I’m just reacting to my title – Terrain.",1,1903,backchannel,2
642,Ali,Ha! Good.,1,1903,statement,0
643,Zheny,"Well, did they send it?",1,1903,statement,0
644,Ali,#NAME?,1,1903,statement,0
645,Nasty,[UI],1,1903,statement,0
646,Dash,Write something to me. [UI],1,1903,statement,0
647,Zheny,But who are you?,1,1903,statement,0
648,Dash,I’m fluid engineer.,1,1903,statement,0
649,Zheny,//[UI],1,1903,disruption,1
650,Alik to Rya,//Email her.,1,1903,statement,0
651,Natash,//[UI],1,1903,disruption,1
652,Dash,//[UI] a heart comes out.,1,1903,statement,0
653,Zheny,How do you write it? Do I click on you or write it?,1,1903,disruption,1
654,Dash,"Yes. “Hi, how do you do?”",1,1903,statement,0
655,Dash,Now you’re all writing to me and I will //send out the letters in the next program.,1,1903,statement,0
656,Zheny,//And he’ll send you the answer at the next session in three weeks.,1,1903,statement,0
657,Nasty,You’re writing in Russian in the general chat.,1,1903,statement,0
658,Ali,What?,1,1903,statement,0
659,Nasty,You wrote something in Russian in the general chat.,1,1903,statement,0
660,Ali,"No, only to you.",1,1903,question,4
661,Nasty,"No, in the general geologist chat.",1,1903,question,4
662,Ali,No.,1,1903,question,4
663,Nasty,"“I don’t know what to write, so I’ll write this crap. [UI]”",1,1903,statement,0
664,Zheny,Don’t worry about it.,1,1903,floor-grabber,3
665,Ali,I only wanted to write that to you.,1,1903,statement,0
666,Zheny,Today is May first… They’ll get it.,1,1903,statement,0
667,Rya,"What did you write, Alik?",1,1903,floor-grabber,3
668,Nasty,//He wrote in Russian.,1,1903,statement,0
669,Ali,"//I wrote in Russian, but I thought it was for [UI]",1,1903,statement,0
670,Nasty,He wrote: “I don’t know what to write so I’ll write this bullshit here.”,1,1903,statement,0
671,Rya,You can’t expect them to be reading all of them anyways.,1,1903,statement,0
672,Ali,"Yeah, that’s… anything //[UI]",1,1903,statement,0
673,Nasty,"Wait, I also… What I wrote to you loaded in general chat on mine for some reason.",1,1903,statement,0
674,Ali,"Yeah, exactly. Not all the windows here //go…",1,1903,statement,0
675,Nasty,//Know what I wrote?,1,1903,statement,0
676,Natash,//Yes.,1,1903,statement,0
677,Ali,"That’s it, write carefully… //Because they writing to them…",1,1903,statement,0
678,Dash,//Only mine is wrong for some reason…,1,1903,statement,0
679,Nasty,Ok. My message to Dasha //also was [UI],1,1903,statement,0
680,Ali,//She is operations.,1,1903,question,4
681,Dash,"Yes, but it came to me for some reason not like from the sedimentologist, and not from you.",1,1903,statement,0
682,Ali,"Already, see, three times…",1,1903,question,4
683,[Audio from 0,23:24 of this video],1,1903,statement,0
684,Zheny,Everything works for everyone. Yes.,1,1903,question,4
685,Ali,"What, done already?",1,1903,statement,0
686,Zheny,Yes… I’m terrain,1,1903,disruption,1
687,Natash,[UI] they don’t choose very well… I don’t know… all my work with the Martian groups.,1,1903,statement,0
688,Zheny,You’re hard on them…,1,1903,disruption,1
689,Natash,"Not as hard as I could be yet, but now I’m choosing “somewhat [UI]” //instead of “nice [UI]”",1,1903,statement,0
690,Dash,"//Can we check with our [UI] about what role the Martian group plays besides placing checkmarks? Well, if robots are answering us, in our version, since it’s not always…",1,1903,question,4
691,Ali,You think they aren’t people?,1,1903,question,4
692,Dash,"Well, we’re just talking about some of our data, and the person there writes about twenty minutes.",1,1903,statement,0
693,Ali,"Well, today was an unusual session…",1,1903,statement,0
694,Natash,All the other times //were like that.,1,1903,statement,0
695,Dash,"//Well, last time too, when the delays started, there wasn’t a single decent, appropriate answer. I mean, at first they praised us: “Yes, together is cool. Good job for choosing her…” There weren’t delays then. The messages were live…",1,1903,question,4
696,Ali,"Well, we can ask. [To Ryan] She wants to [UI] if it’s actually people responding to us and they do not use a computer program. [UI] since delay has been implemented, the system really [UI] the communications.",1,1903,statement,0
