,speaker,content,session,BC_Trans_Preds
538,Dash,"Then they’ll say: “Guys, [UI]”",1903,disruption
539,Al,//[UI],1903,disruption
540,Dash,"Well, [UI]",1903,disruption
541,Ali,//Same people…,1903,floor-grabber
542,Dash,//Now they’ll send someone… They could at least wave a camera. Any movement…,1903,statement
543,Zheny,"They won’t wave, they’ll go like this…",1903,statement
544,Dash,"It will be like Morse Code, right?",1903,question
545,Zheny,Yes.,1903,statement
546,Natash,We should have arranged with them long ago so they could give some signs.,1903,statement
547,Dash,"//Yes, everything is fine, no.",1903,statement
548,Natash,//[UI],1903,disruption
549,Zheny,"Well, yesterday they told Ryan to help. When the time came, //everyone was gone. Nine five.",1903,statement
550,Ali,//[UI],1903,disruption
551,Ali,Aslan said we need to help [UI],1903,disruption
552,Rya,Yes.,1903,statement
553,Ali,So this is the perfect opportunity right there.,1903,statement
554,Zheny,"So, Ryan, ask me to help out right now. If needed, we can translate.",1903,statement
555,Ali,Ask for help and Zhenya will help out.,1903,statement
556,Rya,I will get more people.,1903,statement
557,Natash,"Alik, today we’re eating cucumber. Remember?",1903,question
558,Ali,Yes. I already told Nastya that twice… Not just cucumbers… what else?,1903,question
559,Rya,//Cucumber.,1903,statement
560,Ali,//Cake [UI],1903,disruption
561,Zheny,Cucumber.,1903,statement
562,Natash,Pinckles.,1903,statement
563,Ali,Pickles.,1903,statement
564,Natash,"Not pinkles, pickles.",1903,statement
565,Ali,//[UI],1903,disruption
566,Nasty,//Max is wishing us happy May first. He got his hair cut:what a stud. [UI],1903,statement
567,Zheny,Did he really cut his hair?,1903,question
568,Dash,I need to cut your hair. I have experience already.,1903,statement
569,Nasty,"You don’t listen to them, do you? I think I’ll be ready for that soon.",1903,statement
570,Dash,"Shower soon, so I’ll have experience cutting with head hair, but also [SL] chest.",1903,statement
571,Natash,[UI],1903,statement
572,Nasty,Chest?,1903,question
573,Dash,Yes.,1903,statement
574,Nasty,You’re going to cut chest hair?,1903,question
575,Dash,"Well, not cut it, but do [UI]",1903,disruption
576,Nasty,//[UI],1903,statement
577,Natash,"I don’t think Nastya understood what Dasha meant, at first… No one would.",1903,statement
578,Nasty,Yes. //They can hear us…,1903,statement
579,Dash,"//In [UI] it’s called shaving a lightning bolt around the neck and temples. But, here it will be on the chest.",1903,statement
580,Nasty,Good luck… On whom?,1903,question
581,Ali,"So, now we have Project Red… and we are not working at all.",1903,statement
582,Nasty,"You responded that… Ah, so I didn’t get this message from you: “Everything is in order.”",1903,statement
583,Ali,Why? There shouldn’t be delays here.,1903,question
584,Nasty,I don’t see it.,1903,statement
585,Dash,"Zhenya, did you eat any walnuts?",1903,question
586,Zheny,No. I tried them a while ago and for some reason they taste like cellar potatoes to me.,1903,statement
587,Dash,"They were good. Just now, for some reason…",1903,statement
588,Nasty,They got old.,1903,statement
589,Zheny,"I’m telling you, they started washing them… with soap… or they didn’t rinse them… Now I will introduce myself for the presentation as [UI] a cosmonaut – Terrain specialist… or who am I again?",1903,question
590,Zheny,Correct – Terrain. I like drilling more.,1903,statement
591,Ali,Drilling?,1903,question
592,Zheny,Yes. Somehow it sounds better… Drilling.,1903,statement
593,Ali,That is about drilling.,1903,statement
594,Zheny,It just works better – drilling.,1903,statement
595,Nasty,"For drilling, yeah. Good translation.",1903,statement
596,Ali,"[UI], yeah?",1903,question
597,Zheny,This one isn’t bad either – Scientologist.,1903,statement
598,Natash,Scientologist.,1903,statement
599,Zheny,Sedimentologist.,1903,statement
600,Nasty,"Oh, work!",1903,statement
601,Ali,That means thirty minutes.,1903,statement
602,Zheny,"So, only a bit left, right?",1903,question
603,Ali,"Well, really, there is another fifteen minutes after that.",1903,statement
604,Dash,So half of what we already did.,1903,statement
605,Zheny,Half?,1903,question
606,Dash,Mhm.,1903,backchannel
607,Zheny,"No, I mean with this right here.",1903,statement
608,Ali,"Yes, that thing appears every ten minutes.",1903,statement
609,Zheny,//And then:letters… //letters are coming to us.,1903,statement
610,Dash,For fifteen more minutes.,1903,statement
611,Natash,We need to sit for forty-five minutes with this Project Red. Watch over this program.,1903,statement
612,Zheny,I feel like we’ve already been sitting here for forty-five hours.,1903,statement
613,Natash,It’s actually only been thirty minutes. Fifteen left.,1903,statement
614,Zheny,I feel like they’re lying for some reason.,1903,statement
615,Natash,If none of them move their program ends there. They told us to finish everything in forty-five minutes.,1903,statement
616,Natash,I lost something [UI],1903,disruption
617,Zheny,They’re sleeping.,1903,statement
618,Natash,There really is no one there.,1903,statement
619,Zheny,Max is the only one who came in. He stopped on his morning run and to hit the plus sign.,1903,statement
620,Ali,[UI],1903,statement
621,Dash,Oh! The mechanic woke up.,1903,statement
622,Natash,"Yeah, right.",1903,statement
623,Dash,See the message?,1903,question
624,Natash,[SL] They send this message? We have twenty minutes… Maybe they’re sitting in [UI]?,1903,question
625,Zheny,What?,1903,question
626,Natash,"Well, like, they stayed in the program so it would send some know-nothing message in the chat every ten minutes.",1903,statement
627,Dash,"Yes, definitely, because…",1903,floor-grabber
628,Natash,Because: “They send this message. We have twenty minutes” …//Is meaningless.,1903,statement
629,Ali,//Yes. They’re checking something.,1903,statement
630,Natash,Just as if…,1903,floor-grabber
631,Nasty,"Ah there, I received one from you.",1903,statement
632,Ali,You received one? Good.,1903,statement
633,Nasty,I can’t see it.,1903,statement
634,Zheny,"This year, in just a few months basically, I will change my passport… and I’m doing this nonsense… I’m playing toys with kids.",1903,statement
635,Natash,You’re doing this as charity. Charity.,1903,statement
636,Zheny,"Yes, altruism… It’s good Ryan is here and helping.",1903,statement
637,Ali,He is thankful he is next to Ryan.// [UI],1903,statement
638,Rya,//[UI],1903,statement
639,Zheny,[SL] Didn’t get lost.,1903,statement
640,Rya,That means that he is in charge of the check.,1903,statement
641,Zheny,"No, I’m just reacting to my title – Terrain.",1903,statement
642,Ali,Ha! Good.,1903,statement
643,Zheny,"Well, did they send it?",1903,question
644,Ali,-Nastya is writing to me here.,1903,statement
645,Nasty,[UI],1903,question
646,Dash,Write something to me. [UI],1903,statement
647,Zheny,But who are you?,1903,question
648,Dash,I’m fluid engineer.,1903,statement
649,Zheny,//[UI],1903,disruption
650,Alik to Rya,//Email her.,1903,statement
651,Natash,//[UI],1903,disruption
652,Dash,//[UI] a heart comes out.,1903,statement
653,Zheny,How do you write it? Do I click on you or write it?,1903,question
654,Dash,"Yes. “Hi, how do you do?”",1903,question
655,Dash,Now you’re all writing to me and I will //send out the letters in the next program.,1903,statement
656,Zheny,//And he’ll send you the answer at the next session in three weeks.,1903,statement
657,Nasty,You’re writing in Russian in the general chat.,1903,statement
658,Ali,What?,1903,question
659,Nasty,You wrote something in Russian in the general chat.,1903,statement
660,Ali,"No, only to you.",1903,statement
661,Nasty,"No, in the general geologist chat.",1903,statement
662,Ali,No.,1903,statement
663,Nasty,"“I don’t know what to write, so I’ll write this crap. [UI]”",1903,statement
664,Zheny,Don’t worry about it.,1903,statement
665,Ali,I only wanted to write that to you.,1903,statement
666,Zheny,Today is May first… They’ll get it.,1903,statement
667,Rya,"What did you write, Alik?",1903,question
668,Nasty,//He wrote in Russian.,1903,statement
669,Ali,"//I wrote in Russian, but I thought it was for [UI]",1903,disruption
670,Nasty,He wrote: “I don’t know what to write so I’ll write this bullshit here.”,1903,statement
671,Rya,You can’t expect them to be reading all of them anyways.,1903,statement
672,Ali,"Yeah, that’s… anything //[UI]",1903,disruption
673,Nasty,"Wait, I also… What I wrote to you loaded in general chat on mine for some reason.",1903,statement
674,Ali,"Yeah, exactly. Not all the windows here //go…",1903,statement
675,Nasty,//Know what I wrote?,1903,question
676,Natash,//Yes.,1903,statement
677,Ali,"That’s it, write carefully… //Because they writing to them…",1903,floor-grabber
678,Dash,//Only mine is wrong for some reason…,1903,floor-grabber
679,Nasty,Ok. My message to Dasha //also was [UI],1903,statement
680,Ali,//She is operations.,1903,statement
681,Dash,"Yes, but it came to me for some reason not like from the sedimentologist, and not from you.",1903,statement
682,Ali,"Already, see, three times…",1903,floor-grabber
683,[Audio from 0,23:24 of this video],1903,floor-grabber
684,Zheny,Everything works for everyone. Yes.,1903,statement
685,Ali,"What, done already?",1903,question
686,Zheny,Yes… I’m terrain,1903,disruption
687,Natash,[UI] they don’t choose very well… I don’t know… all my work with the Martian groups.,1903,statement
688,Zheny,You’re hard on them…,1903,floor-grabber
689,Natash,"Not as hard as I could be yet, but now I’m choosing “somewhat [UI]” //instead of “nice [UI]”",1903,disruption
690,Dash,"//Can we check with our [UI] about what role the Martian group plays besides placing checkmarks? Well, if robots are answering us, in our version, since it’s not always…",1903,question
691,Ali,You think they aren’t people?,1903,question
692,Dash,"Well, we’re just talking about some of our data, and the person there writes about twenty minutes.",1903,statement
693,Ali,"Well, today was an unusual session…",1903,floor-grabber
694,Natash,All the other times //were like that.,1903,statement
695,Dash,"//Well, last time too, when the delays started, there wasn’t a single decent, appropriate answer. I mean, at first they praised us: “Yes, together is cool. Good job for choosing her…” There weren’t delays then. The messages were live…",1903,statement
696,Ali,"Well, we can ask. [To Ryan] She wants to [UI] if it’s actually people responding to us and they do not use a computer program. [UI] since delay has been implemented, the system really [UI] the communications.",1903,statement
697,Rya,Yeah. [UI] people. But I don’t know.,1903,statement
698,Zheny,Does this actually bother someone?,1903,question
699,Dash,"No. Well, it’s just that we have to sit like this for another twenty minutes…",1903,statement
700,Zheny,"Well, [UI].",1903,statement
701,Dash,And?,1903,question
702,Zheny,[UI] anybody.,1903,statement
703,Dash,We’ll finish all this and break up…,1903,floor-grabber
704,Zheny,They will sit there…,1903,floor-grabber
705,Dash,On purpose?,1903,question
706,Zheny,Send a photo… //[UI],1903,disruption
707,Ali,//[UI],1903,disruption
708,Ali,How old are you?,1903,question
709,Zheny,Yes. How old are you?,1903,question
710,Rya,Everybody [UI],1903,disruption
711,Ali,Yeah. Let everybody [UI].,1903,statement
712,Natash,And why did geology ask that question [UI] ?,1903,question
713,Dash,Yes.,1903,statement
714,Natash,In two parts.,1903,statement
715,Dash,More parts.,1903,statement
716,Natash,"//For now, only the second one…",1903,floor-grabber
717,Ali,Zhenya finished ten minutes ago now. He’s relaxing.,1903,statement
718,Ali,//Just no nuts…,1903,floor-grabber
719,Natash,//[UI],1903,disruption
720,Dash,"Yes, [UI]…",1903,disruption
721,Alik to Rya,Do you know who will bring that [SL] LC two?,1903,question
722,Rya,[UI],1903,disruption
723,Ali,The [SL] PLC for this.,1903,statement
724,Rya,It must be here. One of Igor’s…,1903,disruption
725,Ali,Igor?,1903,question
726,Rya,"Yeah, I think. //Just email him.",1903,statement
727,Ali,"//If it really bothers you, you can ask Igor [SL] Saveliev. But I doubt even he knows about this. [UI] knows more.",1903,statement
728,Rya,You would just send it to [UI].,1903,statement
729,Alik to Dash,Wait until May eleventh and then ask your questions.,1903,statement
730,Zheny,Write them down in a notebook and then ask when he arrives.,1903,statement
731,Ali,//It will be like that.,1903,statement
732,Rya,"Igor mentioned that the chat would be [UI] delayed. So, I think last time we had [SL] their local [UI].",1903,statement
733,Alik to Dash,"See, he says Igor said then that as soon as the delay takes effect, this chat will basically be useless. So, then we will work independently from them, and they will be independent from us. And at the end we will place checkmarks and finish and that’s it. Like today. So, waiting for them is pointless.",1903,statement
734,Rya,A little different… This went different today.,1903,statement
735,Natash,"So, we need to do more probably… Don’t place checkmarks in the first ten minutes, but after fifteen or twenty minutes //so that later [UI]",1903,disruption
736,Ali,"We managed in seven or eight minutes, right?",1903,question
737,Natash,"Well, sure. We can sit and chat. Just don’t place checkmarks.",1903,statement
