,speaker,content,block,session,labels,labels_h
480,Oleg, //Yes.,1,3,1,disruption
481,Vika, And //it will be very…very bad…there will be water running away and there will be a bad water output.,1,3,0,statement
482,Ashley, //Sorry.,1,3,0,statement
483,Katya," Eight forty-eight is the same, right?",1,3,4,question
484,Oleg, We haven’t considered eight forty-eight yet.,1,3,0,statement
485,Katya, Look. Maybe…,1,3,0,statement
486,Oleg," So, eight forty-eight…",1,3,0,statement
487,Oleg, Mh-hm.,1,3,0,statement
488,Katya, Hm?,1,3,4,question
489,Oleg," Very muddy and dirty... But if there’s no alternative, we can. That is, it doesn’t run out ... Although, the temperature for extraction there is very comfortable – twenty-four degrees.",1,3,0,statement
490,Katya," Which one? Eight forty-eight, right?",1,3,4,question
491,Will," Let’s do, thirty… thirty thirty-nine.",1,3,0,statement
492,Katya, Thirty thirty-nine.,1,3,0,statement
493,Oleg, Thirty thirty-nine.,1,3,0,statement
494,Katya, Thirty-nine…,1,3,0,statement
495,Ashley, Who is the type…the person that can say the amount of water that’s available in that area?,1,3,4,question
496,Will, Me.,1,3,0,statement
497,Ashley, You?,1,3,4,question
498,Will, Yeah.,1,3,2,backchannel
499,Ashley, Okay.,1,3,0,statement
500,Will," So, in this area there is eighty-eight thousand…",1,3,0,statement
501,Oleg," Oh, no!",1,3,0,statement
502,Vika, It doesn’t work. It doesn’t work.,1,3,0,statement
503,Will, No?,1,3,4,question
504,Ashley, Hm…,1,3,0,statement
505,Will, Okay.,1,3,0,statement
506,Oleg, Too muddy and //dirty water.,1,3,0,statement
507,Saleh, //What is it? The number?,1,3,4,question
508,Ashley," The climate is really bad, so...",1,3,0,statement
509,Katya, //Thirty thirty-nine.,1,3,0,statement
510,Will, //Thirty thirty-nine. Okay.,1,3,0,statement
511,Ashley, Not good.,1,3,0,statement
512,Vika, Thirty thirty-nine?,1,3,4,question
513,Will, Yeah. //It doesn’t work.,1,3,0,statement
514,Katya, //It doesn't work for her. You don’t need to look.,1,3,0,statement
515,Will," Okay, and twenty-two thirty-eight.",1,3,0,statement
516,Ashley, Twenty-two thirty-eight.,1,3,0,statement
517,Oleg, Yes…,1,3,0,statement
518,Saleh, Twenty-two…,1,3,0,statement
519,Will, Twenty-two thirty-eight.,1,3,0,statement
520,Katya, Hm. //[UI],1,3,0,statement
521,Ashley, //Not very good for me either.,1,3,0,statement
522,Will, Not very good?,1,3,4,question
523,Vika, Not at all.,1,3,0,statement
524,Will, Not at all?,1,3,4,question
525,Vika, Mhm.,1,3,0,statement
526,Ashley, How do you say “orange” in Russian?,1,3,4,question
527,Will, Orange.,1,3,0,statement
528,Ashley, Oh.,1,3,0,statement
529,Vika, And there isn’t that much water there.,1,3,0,statement
530,Oleg, The water is very murky there…,1,3,0,statement
531,Will, There? In twenty-two thirty-eight?,1,3,4,question
532,Vika, Yes.,1,3,0,statement
533,Oleg, Yes.,1,3,0,statement
534,Will, What do you mean? There are one hundred and sixty-two thousand.,1,3,4,question
535,Vika," //There, the depth of the water basin is six hundred and twenty-seven, which means that...",1,3,0,statement
536,Ashley," //Twenty-two thirty-eight…has a lot of orange, yellow and red zones.",1,3,0,statement
537,Will, What?,1,3,4,question
538,Saleh, //Who is responsible to select?,1,3,4,question
539,Vika, //The water output will be bad.,1,3,0,statement
540,Will," Oh, yes. But there’s water there.",1,3,0,statement
541,Oleg, //But there it’s very…,1,3,0,statement
542,Saleh, //Who is responsible to select the point?,1,3,4,question
543,Will, There’s water you can’t use //[UI],1,3,0,statement
544,Ashley," //I think, any of us right now can suggest to them, like, a point. Um…",1,3,0,statement
545,Oleg," //Yes, it’s dirty.",1,3,0,statement
546,Will, [SL] Ten thousand.,1,3,0,statement
547,Ashley," But…and once we, as a team, agree then they…then we relay that to others.",1,3,0,statement
548,Katya, What is our main task? To find a place with some water?,1,3,4,question
549,Will, //[SL] Download and win.,1,3,0,statement
550,Oleg, //Agree with everyone that we have...,1,3,0,statement
551,Katya," No. It’s clear that we won’t find the ideal place, for sure. We must pursue, it turns out, the main common goal. To find water, in general.",1,3,0,statement
552,Vika," We didn’t like the first point solely because of the high cost, right?",1,3,4,question
553,Oleg," Well, Ashley didn’t like it.",1,3,0,statement
554,Vika, The one that’s…thirty-two fifteen.,1,3,0,statement
555,Oleg, Ash.,1,3,0,statement
556,Ashley, Say again.,1,3,0,statement
557,Oleg," That’s too expensive, right?",1,3,4,question
558,Ashley, Thirty-two fifteen?,1,3,4,question
559,Oleg, Yes.,1,3,0,statement
560,Ashley," Yes. They…they…on my team, they said it was expensive. Expensive.",1,3,0,statement
561,Will, And thirty…,1,3,0,statement
562,Ashley, But…,1,3,3,follow-me
563,Will, Eighteen?,1,3,4,question
564,Oleg, Thirty eighteen?,1,3,4,question
565,Will, Thirty eighteen.,1,3,0,statement
566,Oleg," Thirty eighteen… Well, that’s... Oops... It's both mineral and muddy.",1,3,0,statement
567,Vika, I don’t like the size of the water basin.,1,3,0,statement
568,Oleg, Very dirty water.,1,3,0,statement
569,Will, What do you mean?,1,3,4,question
570,Vika, In terms of the size…,1,3,0,statement
571,Saleh, What’s the last point?,1,3,4,question
572,Vika, In terms of the size of limited…,1,3,0,statement
573,Saleh, Huh?,1,3,4,question
574,Will," Well, a small one, yes.",1,3,0,statement
575,Saleh, Guys.,1,3,0,statement
576,Vika, Hm?,1,3,4,question
577,Saleh, The last point?,1,3,4,question
578,Will, Thirty eighteen.,1,3,0,statement
579,Will, But it doesn’t look good.,1,3,0,statement
580,Saleh, Thirty-one forty-four.,1,3,0,statement
581,Ashley, Thirty-one forty-four?,1,3,4,question
582,Saleh, Yeah.,1,3,2,backchannel
583,Will, I’m just looking for water now. Twenty-four thirty-three. Twenty-four thirty-three.,1,3,0,statement
584,Ashley, Let me look at Saleh’s first.,1,3,0,statement
585,Will, Okay. They are telling us “Twenty-five forty-one”.,1,3,0,statement
586,Oleg," Oops, damn.",1,3,0,statement
587,Will, Twenty-five…,1,3,0,statement
588,Vika, What is this?,1,3,4,question
589,Vika, Twenty-four thirty-three – there’s a lot of mineral contamination. It’s very bad.,1,3,0,statement
590,Will, Twenty-five forty-one?,1,3,4,question
591,Vika, Hm?,1,3,4,question
592,Will, Twenty-five forty-one?,1,3,4,question
593,Ashley, [UI],1,3,0,statement
594,Katya, What point are you talking about?,1,3,4,question
595,Will, Twenty-five…,1,3,0,statement
596,Vika, We had twenty-four…,1,3,0,statement
597,Saleh, What is it?,1,3,4,question
598,Will, They suggested twenty-five forty-one.,1,3,0,statement
599,Vika, Okay.,1,3,0,statement
600,Katya, [UI],1,3,0,statement
601,Will," Hm…Hm…small, but… Although…",1,3,0,statement
602,Vika, It’s okay.,1,3,0,statement
603,Will, It’s okay.,1,3,0,statement
604,Vika, It’s okay. //I like it.,1,3,0,statement
605,Oleg, //Say again.,1,3,0,statement
606,Katya," Oops, oops, oops.",1,3,0,statement
607,Will, Okay. //Okay. Twenty-five forty-one.,1,3,0,statement
608,Katya, //No. Not very much.,1,3,0,statement
609,Vika, No?,1,3,4,question
610,Oleg, Twenty-five…,1,3,0,statement
611,Will, Twenty-five forty-one.,1,3,0,statement
612,Oleg, Forty-one.,1,3,0,statement
613,Will, Twenty-five forty-one?,1,3,4,question
614,Oleg, Twenty-five…,1,3,0,statement
615,Will, It’s okay for us. How does twenty-five forty-one look like for you?,1,3,4,question
616,Ashley, If they would stop putting questions on my screen…,1,3,0,statement
617,Will," Oh, yeah.",1,3,0,statement
618,Ashley, Sorry.,1,3,0,statement
619,Will," I think there’s six in total, so…",1,3,0,statement
620,Oleg, It’s awesome. It’s just ideal.,1,3,0,statement
621,Will, Awesome. Good.,1,3,0,statement
622,Oleg, It’s…,1,3,0,statement
623,Saleh," It’s too deep…What do you think, Kate?",1,3,4,question
624,Katya," The same, I think.",1,3,0,statement
625,Saleh, Hm.,1,3,0,statement
626,Ashley, Too deep?,1,3,4,question
627,Saleh, Too deep?,1,3,4,question
628,Ashley," Alright, so, what was the…//what was the number again? I’m sorry.",1,3,4,question
629,Saleh," //So…and for you, I think, it’s good but for us it would be…this is…",1,3,0,statement
630,Ashley," Repeat the number, please.",1,3,0,statement
631,Saleh, Too expensive.,1,3,0,statement
632,Will, //Let me tell them that.,1,3,0,statement
633,Oleg, //Twenty-five…,1,3,0,statement
634,Vika, //Twenty-five forty-one. Twenty-five forty-one.,1,3,0,statement
635,Katya," Saleh, for me was, like…interesting information that thirty-two fifteen is very expensive, because it is the most cheapest point we have before.",1,3,0,statement
636,Saleh, Hm.,1,3,0,statement
637,Katya, And they sent a message to //Ashley that it’s…,1,3,0,statement
638,Saleh," //Ashley, yeah…expensive for the maintenance.",1,3,0,statement
639,Katya," Yes. So, if, like, six hundred is very expensive…I mean depth.",1,3,0,statement
640,Saleh, Yeah.,1,3,2,backchannel
641,Katya, What about one thousand and forty…four hundred?,1,3,4,question
642,Saleh, Hm.,1,3,0,statement
643,Saleh, Look for thirty-one forty-four.,1,3,0,statement
644,Katya, A moment…Operation specialist sent me a message about point two and eight.,1,3,0,statement
645,Will, Zero two zero eight?,1,3,4,question
646,Katya, Yeah. [SL] Maybe.,1,3,0,statement
647,Katya, [SL] Where is it?,1,3,0,statement
648,Will, Okay. Looks okay from my end.,1,3,0,statement
649,Vika, It’s okay.,1,3,0,statement
650,Katya, Yeah?,1,3,4,question
651,Will, Yeah.,1,3,2,backchannel
652,Saleh, Which one?,1,3,4,question
653,Ashley, Which one?,1,3,4,question
654,Vika, Um…,1,3,3,follow-me
655,Katya, Two eight.,1,3,0,statement
656,Will, Two eight.,1,3,0,statement
657,Vika, But //it’s a bit muddy.,1,3,0,statement
658,Ashley, //Two eight?,1,3,4,question
659,Will, Yeah.,1,3,2,backchannel
660,Vika," So, we have…//we have the best points.",1,3,0,statement
661,Ashley, //Wow. Two?,1,3,4,question
662,Oleg, So…,1,3,3,follow-me
663,Will, What?,1,3,4,question
664,Katya, //Two eight.,1,3,0,statement
665,Vika, //The previous points…,1,3,0,statement
666,Oleg, Two eight?,1,3,4,question
667,Vika, were better. //Twenty-five forty-one and thirty-two fifteen.,1,3,0,statement
668,Will," //Yes, but it doesn’t work for them.",1,3,0,statement
669,Katya, It costs three times more to build there.,1,3,0,statement
670,Will," If it works, then it works.",1,3,0,statement
671,Saleh, Depth is mediocre.,1,3,0,statement
672,Will," Oh, but it’s the average water loss of one.",1,3,0,statement
673,Oleg," It’s too muddy there. Although, it is cloudy, but not much. The depth is not great. // How much do you have there?",1,3,0,statement
674,Saleh, //Is there anything wrong with the point?,1,3,4,question
675,Will, There is some water loss.,1,3,0,statement
676,Vika," Well, it concerns me that the depth is small.",1,3,0,statement
677,Saleh, How is it? Huh?,1,3,4,question
678,Will, Huh?,1,3,4,question
679,Saleh, What is the…,1,3,0,statement
680,Will," It says there is a complete water loss, but it also says that it’s got a lot of water available, //so I don’t know.",1,3,0,statement
681,Saleh, //Where? Where?,1,3,4,question
682,Will, Right here.,1,3,0,statement
683,Ashley, [UI],1,3,0,statement
684,Saleh, Average water loss. Okay.,1,3,0,statement
685,Will," Yeah. Yes, it doesn’t work because we lose all the water.",1,3,0,statement
686,Oleg, What is it there?,1,3,4,question
687,Will, A whole lot of water.,1,3,0,statement
688,Saleh, [UI],1,3,0,statement
689,Oleg," And, in general, where can settlements be located?",1,3,4,question
690,Will, Huh?,1,3,4,question
691,Oleg, Who has information about where the settlements can be located?,1,3,4,question
692,Katya, The human factors experts have this one.,1,3,0,statement
693,Vika, Oh.,1,3,0,statement
694,Oleg, Where is it better for them? Because it’s transportation. Someone has to think about it.,1,3,4,question
695,Katya, [UI],1,3,0,statement
696,Oleg," Oh, here – human.",1,3,0,statement
697,Katya, [UI],1,3,0,statement
698,Will, So... I told them that at “zero-two zero-eight” we will lose all the water.,1,3,0,statement
699,Oleg, Zero-two zero-eight – what is it?,1,3,4,question
700,Will, It was that…,1,3,0,statement
701,Vika, The last point.,1,3,0,statement
702,Will, The last point.,1,3,0,statement
703,Oleg, Oh.,1,3,0,statement
704,Katya, [UI],1,3,0,statement
705,Will, Hm.,1,3,0,statement
706,Katya, Hm.,1,3,0,statement
707,Will, Four eighteen. What does it look like? Four eighteen.,1,3,4,question
708,Saleh, [UI],1,3,0,statement
709,Will," Probably, it’s too deep, right? What do you think?",1,3,4,question
710,Katya, Four eighteen? Wait a second.,1,3,4,question
711,Oleg," Say again, what was that?",1,3,4,question
712,Will, Four eighteen.,1,3,0,statement
713,Oleg, Four eighteen.,1,3,0,statement
714,Katya, Four eighteen.,1,3,0,statement
715,Vika, Mineral pollution will ruin the equipment.,1,3,0,statement
716,Katya, Twice as deep as…,1,3,0,statement
717,Oleg," No, it’s muddy. The mineral levels are at zero there.",1,3,0,statement
718,Will, Oh…,1,3,0,statement
719,Vika, Mineral.,1,3,0,statement
720,Oleg," Oh, hold on, hold on.",1,3,0,statement
721,Will, //One lower.,1,3,0,statement
722,Vika, //Four eighteen.,1,3,0,statement
723,Will, Four seventeen? Are you looking at four seventeen?,1,3,4,question
724,Vika, Four eighteen.,1,3,0,statement
725,Will," Oh, four eighteen.",1,3,0,statement
726,Oleg," Oh, yes. It’s mineral, too.",1,3,0,statement
727,Ashley, Four eighteen is not bad.,1,3,0,statement
728,Vika," But it’s bad for the equipment...But not super critical, on the other hand. Um…",1,3,0,statement
729,Oleg, [UI]. //I have thirty-five...mineral.,1,3,0,statement
730,Ashley," //Population reached is, like, four times as high as some of the other locations, which is great.",1,3,0,statement
731,Saleh, //[UI],1,3,0,statement
732,Ashley," And there is, really, only two orange zones that are negative, so we can deal with that with training if the costs don’t have to go towards anything else.",1,3,0,statement
733,Vika, //I don’t really like the size of the water basin.,1,3,0,statement
734,Ashley, I’m okay with four eighteen. And is there a lot…there is a lot of water there?,1,3,4,question
735,Vika, Nope.,1,3,0,statement
736,Will," There is…there is not a lot, but there is…there is…it’s…it’s…it’s like…there is, like…you can get at a larger portion of it.",1,3,0,statement
737,Ashley, Mhm.,1,3,0,statement
738,Oleg," Well, if it’s just mineral, I can remove the mineral.",1,3,0,statement
739,Vika, Are you removing the mineral ones?,1,3,4,question
740,Oleg, Yes.,1,3,0,statement
741,Vika, Oh. Well…,1,3,0,statement
742,Oleg," And, in principle, the value is not so great.",1,3,0,statement
743,Vika, But I don’t like the size of these water basins. Size of [SL] UCA,1,3,0,statement
744,Oleg, Are they big?,1,3,4,question
745,Vika, No. They’re small.,1,3,0,statement
746,Oleg, So…,1,3,3,follow-me
747,Oleg, [UI]…[PH] Well…well…well…well…They aren’t writing for some reason. They are sleeping. Are they writing to you?,1,3,0,statement
748,Katya, Yes.,1,3,0,statement
749,Katya," Mine are seriously considering two and eight. And another specialist wrote to me… now I’ll tell you… from the space human factor. It’s yours, Ashley. He asked me about point two eight, and I sent him the individual information. And... now, let’s see.",1,3,0,statement
